"","lat","lon","time_utc","value","name","variable","threshold","tmz_offset","time_lst"
"150",3.875,36.875,1970-01-01 00:00:00,0.654246866703033,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"151",3.875,37.125,1970-01-01 00:00:00,0.651531457901001,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"152",3.875,37.375,1970-01-01 00:00:00,0.687380194664001,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"153",3.875,37.625,1970-01-01 00:00:00,0.734554409980774,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"154",3.875,37.875,1970-01-01 00:00:00,0.68615198135376,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"155",3.875,38.125,1970-01-01 00:00:00,0.846443116664886,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"156",3.875,38.375,1970-01-01 00:00:00,0.910489857196808,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"157",3.875,38.625,1970-01-01 00:00:00,0.868759989738464,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"158",3.875,38.875,1970-01-01 00:00:00,0.789444804191589,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"159",3.875,39.125,1970-01-01 00:00:00,0.803164482116699,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"160",3.875,39.375,1970-01-01 00:00:00,0.890218138694763,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"161",3.875,39.625,1970-01-01 00:00:00,1.07236933708191,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"162",3.875,39.875,1970-01-01 00:00:00,0.933326363563538,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"163",3.875,40.125,1970-01-01 00:00:00,0.90097987651825,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"164",3.875,40.375,1970-01-01 00:00:00,1.05630719661713,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"165",3.875,40.625,1970-01-01 00:00:00,1.13914906978607,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"166",3.875,40.875,1970-01-01 00:00:00,1.2084151506424,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"167",3.875,41.125,1970-01-01 00:00:00,1.20315217971802,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"168",3.875,41.375,1970-01-01 00:00:00,1.30864226818085,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"169",3.875,41.625,1970-01-01 00:00:00,1.2160302400589,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"170",3.875,41.875,1970-01-01 00:00:00,1.26427018642426,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"171",3.625,33.625,1970-01-01 00:00:00,0.648510217666626,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"172",3.625,33.875,1970-01-01 00:00:00,0.622336506843567,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"173",3.625,34.125,1970-01-01 00:00:00,0.625351309776306,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"174",3.625,34.375,1970-01-01 00:00:00,0.765962660312653,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"175",3.625,34.625,1970-01-01 00:00:00,0.860464751720428,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"176",3.625,34.875,1970-01-01 00:00:00,0.806577801704407,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"177",3.625,35.125,1970-01-01 00:00:00,0.828109800815582,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"178",3.625,35.375,1970-01-01 00:00:00,0.830723702907562,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"179",3.625,35.625,1970-01-01 00:00:00,0.948299646377563,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"180",3.625,35.875,1970-01-01 00:00:00,0.92621773481369,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"181",3.625,36.125,1970-01-01 00:00:00,0.846077919006348,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"182",3.625,36.375,1970-01-01 00:00:00,0.803820371627808,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"183",3.625,36.625,1970-01-01 00:00:00,0.735841631889343,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"184",3.625,36.875,1970-01-01 00:00:00,0.607949793338776,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"185",3.625,37.125,1970-01-01 00:00:00,0.590292513370514,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"186",3.625,37.375,1970-01-01 00:00:00,0.621919870376587,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"187",3.625,37.625,1970-01-01 00:00:00,0.58456563949585,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"188",3.625,37.875,1970-01-01 00:00:00,0.591970801353455,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"189",3.625,38.125,1970-01-01 00:00:00,0.76615309715271,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"190",3.625,38.375,1970-01-01 00:00:00,0.927685797214508,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"191",3.625,38.625,1970-01-01 00:00:00,0.985821008682251,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"192",3.625,38.875,1970-01-01 00:00:00,0.830171227455139,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"193",3.625,39.125,1970-01-01 00:00:00,0.790229558944702,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"194",3.625,39.375,1970-01-01 00:00:00,0.908164858818054,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"195",3.625,39.625,1970-01-01 00:00:00,1.01323592662811,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"196",3.625,39.875,1970-01-01 00:00:00,1.02897691726685,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"197",3.625,40.125,1970-01-01 00:00:00,1.0090012550354,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"198",3.625,40.375,1970-01-01 00:00:00,1.13073992729187,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"199",3.625,40.625,1970-01-01 00:00:00,1.15557658672333,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"200",3.625,40.875,1970-01-01 00:00:00,1.13903343677521,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"201",3.625,41.125,1970-01-01 00:00:00,1.20237052440643,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"202",3.625,41.375,1970-01-01 00:00:00,1.39732730388641,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"203",3.625,41.625,1970-01-01 00:00:00,1.37503385543823,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"204",3.625,41.875,1970-01-01 00:00:00,1.37216341495514,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"205",3.375,33.625,1970-01-01 00:00:00,0.619249999523163,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"206",3.375,33.875,1970-01-01 00:00:00,0.619033098220825,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"207",3.375,34.125,1970-01-01 00:00:00,0.664388000965118,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"208",3.375,34.375,1970-01-01 00:00:00,0.814319372177124,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"209",3.375,34.625,1970-01-01 00:00:00,0.873570621013641,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"210",3.375,34.875,1970-01-01 00:00:00,0.840515196323395,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"211",3.375,35.125,1970-01-01 00:00:00,0.78503030538559,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"212",3.375,35.375,1970-01-01 00:00:00,0.83444732427597,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"213",3.375,35.625,1970-01-01 00:00:00,0.935070037841797,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"214",3.375,35.875,1970-01-01 00:00:00,0.938054919242859,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"215",3.375,36.125,1970-01-01 00:00:00,0.888609290122986,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"216",3.375,36.375,1970-01-01 00:00:00,0.821352541446686,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"217",3.375,36.625,1970-01-01 00:00:00,0.812337100505829,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"218",3.375,36.875,1970-01-01 00:00:00,0.759679615497589,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"219",3.375,37.125,1970-01-01 00:00:00,0.675778031349182,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"220",3.375,37.375,1970-01-01 00:00:00,0.615073323249817,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"221",3.375,37.625,1970-01-01 00:00:00,0.578829526901245,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"222",3.375,37.875,1970-01-01 00:00:00,0.645869553089142,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"223",3.375,38.125,1970-01-01 00:00:00,0.759263932704926,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"224",3.375,38.375,1970-01-01 00:00:00,0.837852954864502,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"225",3.375,38.625,1970-01-01 00:00:00,0.869206488132477,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"226",3.375,38.875,1970-01-01 00:00:00,0.81620842218399,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"227",3.375,39.125,1970-01-01 00:00:00,0.883201003074646,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"228",3.375,39.375,1970-01-01 00:00:00,1.02041363716125,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"229",3.375,39.625,1970-01-01 00:00:00,1.10904121398926,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"230",3.375,39.875,1970-01-01 00:00:00,1.08893847465515,"imerg","intensity","0.1",3,1970-01-01 03:00:00
